sample_id,temperature_C,humidity_pct,power_kW,airflow_cfm,water_flow_L,smoke_ppm,water_leak,motion_detected,door_open,hour_of_day,cooling_mode,PUE,WUE,alert_flag,temperature_C_raw,humidity_pct_raw,power_kW_raw,airflow_cfm_raw,water_flow_L_raw,smoke_ppm_raw,temperature_C_delta,humidity_pct_delta,power_kW_delta,airflow_cfm_delta,water_flow_L_delta,smoke_ppm_delta,temperature_C_rollstd,humidity_pct_rollstd,power_kW_rollstd,airflow_cfm_rollstd,water_flow_L_rollstd,smoke_ppm_rollstd,hour_sin,hour_cos,flag_temp_high,flag_smoke_warn,flag_smoke_crit,flag_humidity_low,flag_humidity_high,flag_power_high,flag_airflow_low,flag_night_motion,label_encoded
623,0.09802188087081443,0.6410794344177493,0.10813965607087006,0.39552196909064563,0.3343128183750038,0.11975876207862216,0,0,0,14,air,1.562,0.934,0,21.14,48.73,51.57,744.1,9.78,60.3,-0.1287,-0.0045,-0.1645,-0.1548,-0.0751,-0.0149,0.139,0.0745,0.1148,0.0747,0.1657,0.2019,-0.5,-0.866,0,0,0,0,0,0,0,0,0
624,0.10785722179246315,0.881221979537878,0.2100260552371025,0.378157163243537,0.7218228589439865,0.10656905005400139,1,0,0,4,emergency,1.605,6.932,2,20.51,84.82,72.1,681.4,201.9,58.2,0.0098,0.2401,0.1019,-0.0174,0.3875,-0.0132,0.1219,0.1329,0.1096,0.0866,0.2233,0.1712,0.866,0.5,0,0,0,0,1,0,0,0,1
625,0.12587026190739303,0.7354006207610071,0.24033350703491374,0.3945819194508021,0.7304450386879646,0.06843357833064123,0,0,0,19,humidity_warn,1.457,0.701,1,20.99,26.81,72.51,773.4,14.56,35.4,0.018,-0.1458,0.0303,0.0164,0.0086,-0.0381,0.056,0.0973,0.0675,0.0921,0.1914,0.0258,-0.9659,0.2588,0,0,0,0,0,0,0,0,3
626,0.0940435407227318,0.5925681112771584,0.21406982803543495,0.42972933098495014,0.443106831653974,0.07091859653817847,0,0,0,15,air,1.557,0.785,0,21.4,52.9,55.22,766.4,8.7,46.5,-0.0318,-0.1428,-0.0263,0.0351,-0.2873,0.0025,0.0552,0.1141,0.0617,0.07,0.1853,0.0295,-0.7071,-0.7071,0,0,0,0,0,0,0,0,0
627,0.0703945187313515,0.6503908495229338,0.17225638353308992,0.43126996789469363,0.4307836219255524,0.06145641182486358,0,1,1,22,security_alert,1.611,0.895,2,20.04,54.36,49.41,756.6,5.68,51.3,-0.0236,0.0578,-0.0418,0.0015,-0.0123,-0.0095,0.0203,0.1135,0.0513,0.0235,0.1821,0.026,-0.5,0.866,0,0,0,0,0,0,0,1,4
628,0.03182672118466123,0.5192263478560755,0.1663783220427304,0.43317617966437627,0.4364571788797268,0.05247211522838274,0,0,0,3,humidity_warn,1.551,0.614,1,17.65,25.91,50.16,751.4,12.57,50.9,-0.0386,-0.1312,-0.0059,0.0019,0.0057,-0.009,0.0364,0.1395,0.0309,0.0254,0.1586,0.0206,0.7071,0.7071,0,0,0,0,0,0,0,0,3
629,0.02530666371974788,0.32316932980802404,0.10226159458051054,0.4598892569299283,0.05303453955729988,0.05744215164345726,0,0,0,14,air,1.511,0.857,0,19.92,50.71,56.72,783.7,13.35,63.4,-0.0065,-0.1961,-0.0641,0.0267,-0.3834,0.005,0.0423,0.1563,0.0526,0.0232,0.2408,0.0076,-0.5,-0.866,0,0,0,0,0,0,0,0,0
630,0.047298043982760385,0.5714162547419246,0.0723293381969774,0.45409228415089375,0.47153562241360025,0.06088294608466266,1,0,0,23,emergency,1.989,5.723,2,22.98,70.0,65.33,751.2,220.36,39.0,0.022,0.2482,-0.0299,-0.0058,0.4185,0.0034,0.0284,0.1255,0.0572,0.0142,0.1762,0.0068,-0.2588,0.9659,0,0,0,0,0,0,0,0,1
631,0.3336280251961541,0.4935337395102888,0.27797811360083347,0.27292382856105823,0.46449959837724075,0.4268496659562063,0,0,0,22,emergency,2.684,0.44,2,47.31,39.35,104.55,72.6,5.24,429.4,0.2863,-0.0779,0.2056,-0.1812,-0.007,0.366,0.1308,0.1212,0.0792,0.0778,0.1788,0.165,-0.5,0.866,0,1,0,0,0,0,0,0,1
632,0.35805061332743926,0.43795263823427977,0.31307972902553405,0.283159924639354,0.4752569877276286,0.4182476798531928,0,0,0,7,air,1.405,0.689,0,22.25,44.69,57.83,795.8,10.97,42.3,0.0244,-0.0556,0.0351,0.0102,0.0108,-0.0086,0.1708,0.0947,0.106,0.0943,0.1835,0.2003,0.9659,-0.2588,0,1,0,0,0,0,0,0,0
633,0.40866394076693546,0.5880848373376253,0.38078165711307954,0.31418156275418885,0.47564335898974086,0.4236000267617346,0,0,0,6,air,1.576,0.985,0,22.23,52.03,66.4,870.2,12.76,56.5,0.0506,0.1501,0.0677,0.031,0.0004,0.0054,0.1832,0.1079,0.1352,0.0927,0.1873,0.1993,1.0,0.0,0,1,0,0,0,0,0,0,0
634,0.5112167090286219,0.5459535578802162,0.4985513288170922,0.418396510326837,0.5666236235523788,0.449501562694142,0,0,1,21,evaporative,1.298,2.584,1,29.2,43.38,84.97,1182.8,58.09,90.5,0.1026,-0.0421,0.1178,0.1042,0.091,0.0259,0.173,0.0615,0.1566,0.0825,0.0427,0.1653,-0.7071,0.7071,0,1,0,0,0,0,0,0,2
635,0.5109956901315063,0.4314576388090585,0.49338196977592474,0.4262824823055239,0.14017142682840034,0.4587725921607233,0,0,0,19,air,1.515,0.853,0,22.96,50.08,64.09,781.4,10.65,48.7,-0.0002,-0.1145,-0.0052,0.0079,-0.4265,0.0093,0.0836,0.0679,0.1012,0.0741,0.1642,0.0177,-0.9659,0.2588,0,1,0,0,0,0,0,0,0
636,0.5691236600729361,0.373347511208185,0.4118811881188118,0.4463629871121807,0.1373854866752753,0.4395614898639931,0,0,0,3,emergency,2.48,0.445,2,52.57,29.24,85.0,149.5,3.87,409.3,0.0581,-0.0581,-0.0815,0.0201,-0.0028,-0.0192,0.0859,0.0886,0.0784,0.0737,0.2045,0.0171,0.7071,0.7071,0,1,0,0,0,0,0,0,1
637,0.5784064537517959,0.37984251063340624,0.4110057321521625,0.4448223502024371,0.12841760632835456,0.43812782551349083,0,0,0,10,air,1.573,0.778,0,23.09,45.82,57.62,789.9,6.56,40.8,0.0093,0.0065,-0.0009,-0.0015,-0.009,-0.0014,0.0676,0.0981,0.0534,0.0549,0.2138,0.0132,0.5,-0.866,0,1,0,0,0,0,0,0,0
638,0.5528787711349319,0.33305552362340496,0.40829598749348617,0.4354218538040022,0.11580970198574495,0.4247469582421364,0,0,0,2,air,1.427,0.981,0,19.92,43.89,65.75,834.2,6.56,42.5,-0.0255,-0.0468,-0.0027,-0.0094,-0.0126,-0.0134,0.0318,0.0823,0.0469,0.012,0.1953,0.0128,0.5,0.866,0,1,0,0,0,0,0,0,0
639,0.7306884738645154,0.32023795838602154,0.5024283480979674,0.16654154431877088,0.007483401287226368,0.6688522083209879,0,0,0,20,emergency,2.501,0.368,2,45.29,41.15,107.55,153.1,4.82,345.9,0.1778,-0.0128,0.0941,-0.2689,-0.1083,0.2441,0.0836,0.0439,0.0481,0.1218,0.0558,0.1029,-0.866,0.5,1,1,0,0,0,0,0,0,1
640,0.7962205768593213,0.3325382227842282,0.6051902032308494,0.2725060287211277,0.08370021657126009,0.7021132212526403,0,0,0,7,evaporative,1.341,2.553,1,28.89,52.22,88.74,1187.2,48.13,83.5,0.0655,0.0123,0.1028,0.106,0.0762,0.0333,0.1106,0.0269,0.0866,0.1277,0.0528,0.1383,0.9659,-0.2588,1,1,0,0,0,0,0,0,2
641,0.5791800198917008,0.4673813081963445,0.6573006774361645,0.564678679282481,0.1867189962481317,0.38594244315520854,0,0,0,16,evaporative,1.249,2.331,1,32.93,52.7,97.5,1268.4,54.53,78.5,-0.217,0.1348,0.0521,0.2922,0.103,-0.3162,0.1089,0.0608,0.1126,0.1569,0.0658,0.1492,-0.866,-0.5,0,0,0,0,0,0,0,0,2
642,0.553652337274837,0.47577307736521446,0.7125377800937986,0.5669765784020985,0.1900539903000478,0.3860380207785754,0,0,0,7,air,1.45,0.853,0,20.78,47.28,70.87,798.7,8.2,40.9,-0.0255,0.0084,0.0552,0.0023,0.0033,0.0001,0.1133,0.0785,0.1221,0.1782,0.0763,0.1582,0.9659,-0.2588,0,0,0,0,0,0,0,0,0
643,0.5644822632335065,0.49566042073801597,0.7433871808233452,0.5633730547826984,0.19186383463309983,0.4066827874258079,0,0,0,11,air,1.424,0.631,0,20.9,47.35,73.15,820.4,7.45,64.1,0.0108,0.0199,0.0308,-0.0036,0.0018,0.0206,0.1111,0.0847,0.0953,0.1929,0.0833,0.1609,0.2588,-0.9659,0,1,0,0,0,0,0,0,0
644,0.4467897005193944,0.5609552822163468,0.699364252214695,0.8384159119069038,0.2913849376213765,0.1684077723723322,0,0,0,18,evaporative,1.223,2.324,1,34.64,52.51,96.99,1206.4,53.76,96.6,-0.1177,0.0653,-0.044,0.275,0.0995,-0.2383,0.1276,0.0834,0.0536,0.2002,0.0735,0.1903,-1.0,-0.0,0,0,0,0,0,0,0,0,2
645,0.3706486904630346,0.5714162547419246,0.5578322042730586,0.7380133878736209,0.21907250561763483,0.14298412455675882,0,0,0,4,air,1.538,0.94,0,22.0,54.04,54.79,802.7,12.57,56.9,-0.0761,0.0105,-0.1415,-0.1004,-0.0723,-0.0254,0.0906,0.0487,0.072,0.1273,0.0442,0.1305,0.866,0.5,0,0,0,0,0,0,0,0,0
646,0.2588131285224886,0.5637716978963099,0.39862428348097967,0.6335634278910117,0.12569267216398408,0.10112112552209276,0,0,0,20,air,1.413,0.989,0,22.81,51.37,59.31,868.4,8.61,34.7,-0.1118,-0.0076,-0.1592,-0.1044,-0.0934,-0.0419,0.1285,0.0444,0.144,0.1186,0.0599,0.144,-0.866,0.5,0,0,0,0,0,0,0,0,0
647,0.39440822190297253,0.5711863432578459,0.5354455445544553,0.7312241404747511,0.2045937509532186,0.16993701434620131,0,0,0,1,evaporative,1.24,2.937,1,33.05,48.57,103.69,1172.7,47.0,112.9,0.1356,0.0074,0.1368,0.0977,0.0789,0.0688,0.1116,0.0322,0.1379,0.1057,0.0594,0.12,0.2588,0.9659,0,0,0,0,0,0,0,0,2
648,0.7058238479389989,0.5606104149902289,0.5848462741010942,0.5656709539023158,0.20502079287450056,0.4647939824328329,0,0,0,0,emergency,2.671,0.359,2,49.08,45.51,85.0,186.4,7.66,372.6,0.3114,-0.0106,0.0494,-0.1656,0.0004,0.2949,0.1661,0.0054,0.1079,0.1049,0.0589,0.1454,0.0,1.0,1,1,0,0,0,0,0,0,1
649,0.5853685490109404,0.5407230716174274,0.39408025013027603,0.4493920359516763,0.12066984575652509,0.41461573016525366,0,0,0,1,air,1.588,0.872,0,23.74,49.05,51.23,761.1,12.28,44.1,-0.1205,-0.0199,-0.1908,-0.1163,-0.0844,-0.0502,0.1795,0.0125,0.091,0.1209,0.0477,0.168,0.2588,0.9659,0,1,0,0,0,0,0,0,0
650,0.7445021549342468,0.4524945396022533,0.5449088066701406,0.5648614667124506,0.18084208599810883,0.42340887151500095,0,0,0,15,evaporative,1.286,2.791,1,36.4,38.69,90.97,1244.9,42.16,66.1,0.1591,-0.0882,0.1508,0.1155,0.0602,0.0088,0.2071,0.049,0.0889,0.1035,0.0415,0.1665,-0.7071,-0.7071,1,1,0,0,0,0,0,0,2
651,0.7893689910487349,0.42628463041728937,0.6769775924960917,0.6515549334980163,0.2675315960183424,0.4886883882745372,0,0,0,21,evaporative,1.299,2.803,1,26.87,46.81,90.99,1200.4,51.24,103.0,0.0449,-0.0262,0.1321,0.0867,0.0867,0.0653,0.1587,0.0663,0.1023,0.1057,0.0529,0.1279,-0.7071,0.7071,1,1,0,0,0,0,0,0,2
652,0.6899104873466682,0.5610127600873664,0.48812923397602903,0.518355122030194,0.5980213724313937,0.44367132766876616,1,0,0,9,emergency,1.931,5.049,2,24.05,72.01,58.39,662.6,209.52,65.8,-0.0995,0.1347,-0.1888,-0.1332,0.3305,-0.045,0.0762,0.064,0.1058,0.074,0.1884,0.0303,0.7071,-0.7071,0,1,0,0,0,0,0,0,1
653,0.38667256050392296,0.5955569605701807,0.3699843668577383,0.6765445864238554,0.6095718396355909,0.12635361809093257,0,0,0,7,air,1.55,0.743,0,21.64,51.52,56.66,792.2,13.34,40.6,-0.3032,0.0345,-0.1181,0.1582,0.0116,-0.3173,0.1604,0.0725,0.124,0.0938,0.2328,0.1443,0.9659,-0.2588,0,0,0,0,0,0,0,0,0
654,0.36180793457840643,0.58894700540292,0.37040125065138096,0.6858928578422988,0.5956624741995507,0.12157473692259171,0,1,1,1,security_alert,1.681,0.876,2,21.49,47.9,51.33,796.9,5.44,39.1,-0.0249,-0.0066,0.0004,0.0093,-0.0139,-0.0048,0.2043,0.0796,0.1291,0.074,0.2088,0.1812,0.2588,0.9659,0,0,0,0,0,0,0,1,4
655,0.3125207205216045,0.6683814231520866,0.4154247003647733,0.6670135275754424,0.6304155524600665,0.1413593049595229,0,0,0,11,evaporative,1.227,2.682,1,31.94,52.51,101.77,1172.6,59.25,86.8,-0.0493,0.0794,0.045,-0.0189,0.0348,0.0198,0.216,0.0886,0.1284,0.0691,0.1531,0.1851,0.2588,-0.9659,0,0,0,0,0,0,0,0,2
656,0.3216930047519062,0.6683814231520866,0.47499739447628975,0.6657079030756597,0.6403595286270604,0.12616246284419894,0,0,0,3,evaporative,1.287,2.598,1,27.7,46.81,105.28,1195.4,56.13,87.1,0.0092,0.0,0.0596,-0.0013,0.0099,-0.0152,0.1569,0.0491,0.0561,0.07,0.0198,0.141,0.7071,0.7071,0,0,0,0,0,0,0,0,2
657,0.2875455851475299,0.5287676744453387,0.47512245961438215,0.6952672417507381,0.24438999095077837,0.11087004310550816,0,0,0,19,air,1.469,0.91,0,20.96,47.72,58.42,775.8,14.8,49.8,-0.0341,-0.1396,0.0001,0.0296,-0.396,-0.0153,0.0397,0.0593,0.0525,0.0126,0.1684,0.011,-0.9659,0.2588,0,0,0,0,0,0,0,0,0
658,0.40391203447894797,0.5262386481204737,0.6466284523189161,0.7944947037342168,0.3310591656414271,0.14718953998489873,0,0,0,2,evaporative,1.302,2.397,1,32.17,51.08,97.8,1172.2,55.96,78.6,0.1164,-0.0025,0.1715,0.0992,0.0867,0.0363,0.0457,0.0706,0.1048,0.0534,0.1865,0.0148,0.5,0.866,0,0,0,0,0,0,0,0,2
659,0.5006078019670681,0.5654960340268997,0.8222199062011462,0.9304885516315736,0.43149535846102227,0.19641201601880967,0,0,0,17,evaporative,1.291,2.491,1,30.24,54.73,93.45,1317.7,54.83,90.6,0.0967,0.0393,0.1756,0.136,0.1004,0.0492,0.0874,0.0719,0.1669,0.1135,0.1771,0.0323,-0.9659,-0.2588,0,0,0,0,0,1,0,0,2
660,0.46922311857663823,0.5586561673755606,0.8293486190724335,0.9260494283323127,0.4397311669428883,0.20090416431705008,0,0,0,10,evaporative,1.28,1.965,1,29.1,51.32,103.48,1155.6,63.3,91.5,-0.0314,-0.0068,0.0071,-0.0044,0.0082,0.0045,0.0917,0.058,0.1754,0.1244,0.1482,0.0408,0.5,-0.866,0,0,0,0,0,1,0,0,2
661,0.41131616753232403,0.5935452350844925,0.6317873892652421,0.8161419579406125,0.34572093827210704,0.18303114874745527,0,0,0,9,air,1.468,0.929,0,22.46,52.88,57.89,774.5,9.9,68.4,-0.0579,0.0349,-0.1976,-0.1099,-0.094,-0.0179,0.0816,0.0279,0.1483,0.0986,0.0804,0.0381,0.7071,-0.7071,0,0,0,0,0,0,0,0,0
662,0.42325118797657213,0.6433785492585355,0.6367066180302239,0.8122250844412647,0.3407997885125723,0.19440488592810648,0,0,0,17,air,1.422,0.97,0,22.04,56.39,59.6,760.8,12.38,61.7,0.0119,0.0498,0.0049,-0.0039,-0.0049,0.0114,0.0416,0.0439,0.1028,0.0666,0.0532,0.0218,-0.9659,-0.2588,0,0,0,0,0,0,0,0,0
663,0.6245994032489777,0.5673928037705485,0.6209484106305367,0.5353282405273679,0.23674390702687312,0.5897139361732631,0,0,0,12,emergency,2.54,0.295,2,50.39,37.86,94.02,111.8,4.79,492.2,0.2013,-0.076,-0.0158,-0.2769,-0.1041,0.3953,0.0855,0.0349,0.1075,0.1607,0.0825,0.1772,0.0,-1.0,0,1,0,0,0,0,0,0,1
664,0.5083434633661179,0.5189964363719968,0.47253778009379865,0.38724430976202384,0.14844790596943602,0.543741099333824,0,0,0,21,air,1.518,0.864,0,19.72,46.31,57.85,750.6,11.41,42.5,-0.1163,-0.0484,-0.1484,-0.1481,-0.0883,-0.046,0.0859,0.046,0.1268,0.2247,0.1121,0.2056,-0.7071,0.7071,0,1,0,0,0,0,0,0,0
665,0.40335948723615855,0.49612024370617314,0.29907243355914503,0.2967384194370931,0.03753901841364095,0.5271105928679978,0,0,0,22,air,1.534,0.833,0,19.6,47.34,61.87,809.0,8.76,74.1,-0.105,-0.0229,-0.1735,-0.0905,-0.1109,-0.0166,0.094,0.0588,0.1472,0.239,0.1314,0.2012,-0.5,0.866,0,1,0,0,0,0,0,0,0
666,0.38390982428997655,0.470829980457524,0.3056591974986971,0.30579945346558446,0.04014194060050229,0.5143987689602111,0,0,0,22,air,1.532,0.958,0,20.7,48.48,59.47,809.2,11.18,55.1,-0.0194,-0.0253,0.0066,0.0091,0.0026,-0.0127,0.0992,0.0682,0.1634,0.2152,0.1305,0.1588,-0.5,0.866,0,1,0,0,0,0,0,0,0
667,0.40722731793568334,0.297649155075296,0.30786868160500247,0.30415436659585837,0.030380982399772244,0.5007311688187561,0,0,0,17,humidity_warn,1.608,0.738,1,24.15,26.26,60.13,754.5,7.58,47.4,0.0233,-0.1732,0.0022,-0.0016,-0.0098,-0.0137,0.1013,0.1028,0.1429,0.1017,0.0913,0.0344,-0.9659,-0.2588,0,1,0,0,0,0,0,0,3
668,0.05238147861642162,0.3431141510518452,0.21636268890046884,0.48600174692558074,0.04170776097853607,0.08420388618616612,0,0,0,6,air,1.417,0.754,0,18.28,45.77,72.07,808.2,10.36,56.4,-0.3548,0.0455,-0.0915,0.1818,0.0113,-0.4165,0.1739,0.0986,0.0933,0.0815,0.0498,0.1962,1.0,0.0,0,0,0,0,0,0,0,0,0
669,0.0696209525914464,0.36817450281641584,0.2152787910369982,0.5032621028127068,0.041362060375593535,0.09271029466581285,0,0,0,13,air,1.479,0.86,0,21.28,50.67,57.59,816.7,11.24,51.4,0.0172,0.0251,-0.0011,0.0173,-0.0003,0.0085,0.185,0.0849,0.0485,0.1056,0.0047,0.2333,-0.2588,-0.9659,0,0,0,0,0,0,0,0,0
670,0.1099569013150623,0.6225140820784001,0.23553934340802485,0.45827028255019797,0.4525424245813465,0.07674883156355436,1,0,1,8,emergency,1.86,5.79,2,23.25,91.59,66.73,636.7,210.96,57.4,0.0403,0.2543,0.0203,-0.045,0.4112,-0.016,0.1758,0.1296,0.0469,0.0986,0.1853,0.2318,0.866,-0.5,0,0,0,0,0,0,0,0,1
671,0.08586584152945065,0.6803942981951949,0.2591766545075558,0.4834949478859981,0.4434321969273318,0.07349919236908256,0,0,0,1,air,1.573,0.979,0,18.52,58.55,65.14,905.8,6.7,51.7,-0.0241,0.0579,0.0236,0.0252,-0.0091,-0.0032,0.1481,0.1756,0.0385,0.0815,0.2247,0.1875,0.2588,0.9659,0,0,0,0,0,0,0,0,0
672,0.05426013924190509,0.6517703184274057,0.28602397081813447,0.5111219623013982,0.4461774664212871,0.0703451307979776,0,0,1,6,humidity_warn,1.471,0.736,1,21.29,21.28,66.57,860.3,8.93,44.1,-0.0316,-0.0286,0.0268,0.0276,0.0027,-0.0032,0.024,0.1636,0.0302,0.0205,0.2223,0.009,1.0,0.0,0,0,0,0,0,0,0,0,3
673,0.07746712343905382,0.6439533279687322,0.22711829077644574,0.5207313586197982,0.4441032628036319,0.05600848729295499,0,1,0,0,air,1.454,0.859,0,20.38,44.41,57.94,845.0,9.34,41.4,0.0232,-0.0078,-0.0589,0.0096,-0.0021,-0.0143,0.0207,0.1276,0.0282,0.0249,0.1812,0.0132,0.0,1.0,0,0,0,0,0,0,0,1,0
674,0.09326997458282671,0.6975801816300724,0.1803856175091192,0.5018781408429375,0.44896340657441214,0.037466428359792414,0,0,0,2,air,1.495,0.734,0,22.71,60.0,46.38,744.5,13.63,32.0,0.0158,0.0536,-0.0467,-0.0189,0.0049,-0.0185,0.0206,0.0298,0.0394,0.0248,0.0038,0.0162,0.5,0.866,0,0,0,0,0,0,0,0,0
675,0.07669355729914895,0.46939303368203245,0.15424700364773303,0.5561660075438984,0.04225681487732713,0.018542058933162575,0,0,0,0,air,1.451,0.995,0,21.75,51.89,60.46,844.6,10.96,37.6,-0.0166,-0.2282,-0.0261,0.0543,-0.4067,-0.0189,0.0147,0.0916,0.0544,0.027,0.1804,0.0231,0.0,1.0,0,0,0,0,0,0,0,0,0
676,0.19637529008730237,0.4398494079779287,0.26684731631057823,0.6588925431867946,0.15946965460442702,0.033738901048486536,0,0,0,4,evaporative,1.229,2.263,1,29.35,53.41,92.15,1299.2,64.34,67.6,0.1197,-0.0295,0.1126,0.1027,0.1172,0.0152,0.0558,0.1172,0.0558,0.0644,0.1938,0.0202,0.866,0.5,0,0,0,0,0,0,0,0,2
677,0.18410874129738075,0.605902977353719,0.22482542991141208,0.6588925431867946,0.15473152281115599,0.04396570674873601,0,0,0,0,air,1.577,0.759,0,20.18,50.17,56.49,860.3,6.6,54.8,-0.0123,0.1661,-0.042,0.0,-0.0047,0.0102,0.0596,0.1119,0.044,0.0752,0.1855,0.0138,0.0,1.0,0,0,0,0,0,0,0,0,0
678,0.3246767598629683,0.624870674790206,0.41696717040125053,0.709080748958438,0.2423564579922929,0.10006977166505779,0,0,0,16,evaporative,1.207,2.263,1,33.1,47.71,104.03,1037.2,52.43,100.1,0.1406,0.019,0.1921,0.0502,0.0876,0.0561,0.0991,0.1091,0.1034,0.0851,0.1516,0.0312,-0.866,-0.5,0,0,0,0,0,0,0,0,2
679,0.30843187092496405,0.7704621220829981,0.48158415841584135,0.709916348638299,0.6468871694237985,0.11402410467661314,1,0,0,20,emergency,1.675,6.273,2,21.24,85.33,61.88,747.7,212.56,46.6,-0.0162,0.1456,0.0646,0.0008,0.4045,0.014,0.1014,0.1331,0.1362,0.0626,0.2335,0.0423,-0.866,0.5,0,0,0,0,0,0,0,0,1
680,0.40048624157365453,0.7386768594091275,0.6314121938509638,0.7843630576159036,0.71295665524499,0.17414242977434127,0,0,0,16,evaporative,1.311,2.312,1,30.08,46.36,96.4,1129.7,43.45,100.5,0.0921,-0.0318,0.1498,0.0744,0.0661,0.0601,0.0915,0.1305,0.1649,0.0514,0.274,0.057,-0.866,-0.5,0,0,0,0,0,0,0,0,2
681,0.3046745496739971,0.7462064605127028,0.5123084940072953,0.6223089447028857,0.6032678874642861,0.15426228411404327,0,0,0,21,air,1.437,0.675,0,20.68,54.72,63.58,678.6,10.4,46.8,-0.0958,0.0075,-0.1191,-0.1621,-0.1097,-0.0199,0.0777,0.0759,0.1496,0.0612,0.2546,0.0507,-0.7071,0.7071,0,0,0,0,0,0,0,0,0
682,0.309979003204774,0.7371824347626164,0.527483064095883,0.5894072073083637,0.6103039115006457,0.1451824098941956,0,1,1,22,security_alert,1.679,0.756,2,20.66,48.6,60.13,734.3,10.06,45.3,0.0053,-0.009,0.0152,-0.0329,0.007,-0.0091,0.0403,0.0567,0.0782,0.0777,0.1845,0.0301,-0.5,0.866,0,0,0,0,0,0,0,1,4
683,0.13813681069731465,0.7401138061846191,0.32204273058884825,0.49179871970461553,0.5251802218584458,0.09930515067812326,0,0,0,8,air,1.42,0.863,0,17.55,48.22,54.75,663.4,10.57,52.1,-0.1718,0.0029,-0.2054,-0.0976,-0.0851,-0.0459,0.0951,0.0138,0.1119,0.1124,0.0684,0.0304,0.866,-0.5,0,0,0,0,0,0,0,0,0
684,0.22002431207868267,0.5588286009886196,0.45915581031787367,0.5821479350895725,0.21583918821364298,0.12836074818163576,0,0,0,17,evaporative,1.219,2.898,1,28.65,53.79,94.77,1093.7,60.44,77.0,0.0819,-0.1813,0.1371,0.0903,-0.3093,0.0291,0.0995,0.0813,0.113,0.1068,0.1897,0.0282,-0.9659,-0.2588,0,0,0,0,0,0,0,0,2
685,0.12796994142999218,0.5675652373836075,0.3154559666492962,0.501225328593046,0.1448485526329168,0.09165894080877787,0,1,1,22,security_alert,1.593,0.891,2,21.75,47.88,61.93,819.8,8.54,62.1,-0.0921,0.0087,-0.1437,-0.0809,-0.071,-0.0367,0.0872,0.0976,0.1023,0.0577,0.2226,0.0276,-0.5,0.866,0,0,0,0,0,0,0,1,4
686,0.18676096806276932,0.5313541786412233,0.48850442939030736,0.61807872132359,0.21949954753891673,0.11134793122234224,0,0,0,13,evaporative,1.245,2.261,1,26.0,48.42,105.09,1126.1,47.11,67.4,0.0588,-0.0362,0.173,0.1169,0.0747,0.0197,0.0735,0.1028,0.0978,0.0565,0.2094,0.0218,-0.2588,-0.9659,0,0,0,0,0,0,0,0,2
687,0.19825395071278584,0.5162374985630533,0.482334549244398,0.6259124683222858,0.2180150684792224,0.11994991732535579,0,0,0,14,air,1.443,0.613,0,21.7,45.97,58.65,764.3,9.33,54.3,0.0115,-0.0151,-0.0062,0.0078,-0.0015,0.0086,0.0396,0.0903,0.0872,0.0637,0.149,0.0149,-0.5,-0.866,0,0,0,0,0,0,0,0,0
688,0.22300806718974453,0.3612771582940568,0.5258989056800416,0.6613210047563901,0.2141310205285152,0.11345063893641219,0,0,0,12,humidity_warn,1.472,0.635,1,19.79,21.26,65.2,799.0,8.66,45.3,0.0248,-0.155,0.0436,0.0354,-0.0039,-0.0065,0.0384,0.0841,0.0812,0.0608,0.0323,0.0136,0.0,-1.0,0,0,0,0,0,0,0,0,3
689,0.2301911813460049,0.33058397516955984,0.5383220427305888,0.6852400455924076,0.22511209850433653,0.09882726256128913,0,0,0,21,evaporative,1.245,2.156,1,29.3,48.45,97.75,1185.3,65.84,61.7,0.0072,-0.0307,0.0124,0.0239,0.011,-0.0146,0.0406,0.1076,0.0897,0.0709,0.0335,0.0115,-0.7071,0.7071,0,0,0,0,0,0,0,0,2
690,0.24588352304121996,0.5366996206460513,0.5443668577384051,0.6697031140449944,0.6449146424540676,0.08506408479646746,1,0,0,5,emergency,1.798,5.721,2,23.17,83.74,63.38,760.3,214.98,47.7,0.0157,0.2061,0.006,-0.0155,0.4198,-0.0138,0.024,0.1006,0.0287,0.0289,0.1904,0.0139,0.9659,0.2588,0,0,0,0,0,0,0,0,1
691,0.2264338600950382,0.6805092539372344,0.36731631057842606,0.6121250736045812,0.9464062388791168,0.08305695470576432,1,0,0,22,emergency,1.629,6.489,2,24.24,73.44,62.62,905.6,195.37,65.3,-0.0194,0.1438,-0.1771,-0.0576,0.3015,-0.002,0.0172,0.1423,0.0736,0.0307,0.3333,0.0165,-0.5,0.866,0,0,0,0,0,0,0,0,1
692,0.2938446237153276,0.6626336360501208,0.5166857738405419,0.7781221725069426,1.0,0.11650912288415036,0,0,0,13,evaporative,1.269,2.591,1,27.8,42.86,94.48,1400.0,41.7,89.3,0.0674,-0.0179,0.1494,0.166,0.0536,0.0335,0.0293,0.1638,0.0741,0.0606,0.3779,0.0155,-0.2588,-0.9659,0,0,0,0,0,0,0,0,2
693,0.35849265112167084,0.6730371307046787,0.47011985409067214,0.7966620404038559,1.0,0.1341909832070116,0,0,0,11,humidity_warn,1.495,0.571,1,25.64,23.07,54.03,870.0,12.86,63.8,0.0646,0.0104,-0.0466,0.0185,0.0,0.0177,0.0558,0.1497,0.0732,0.0774,0.3351,0.0217,0.2588,-0.9659,0,0,0,0,0,0,0,0,3
